order_id,store_id,pick_up_lat,pick_up_lng,drop_off_lat,drop_off_lng,placement_time,preparation_time,ready_time,expected_drop_off_time
o1072,s284,3.4647853,-76.5017148,3.462778039,-76.50888026,12:17:53,12:18:31,12:43:31,12:47:53
o1074,s94,3.475660122,-76.52771566,3.478679,-76.526483,12:18:04,12:19:26,12:49:26,12:48:04
o1073,s358,3.484949,-76.515148,3.4791875,-76.4994634,12:18:04,12:18:52,12:33:52,12:48:04
o1075,s180,3.369604,-76.527449,3.353936,-76.522326,12:18:09,12:19:12,12:29:12,12:48:09
o1076,s5,3.422228,-76.541262,3.438239488,-76.54381435,12:18:12,12:18:48,12:27:48,12:48:12
o1077,s173,3.467966068,-76.52923252,3.463338601,-76.52300309,12:18:16,12:18:48,12:40:48,12:48:16
o1078,s113,3.420535,-76.542796,3.4277383,-76.5369197,12:18:18,12:19:31,12:44:31,12:48:18
o1079,s358,3.484949,-76.515148,3.490231,-76.523031,12:18:35,12:19:21,12:39:21,12:48:35
o1080,s209,3.447796,-76.537938,3.452295,-76.546821,12:18:39,12:19:39,13:05:39,12:48:39
o1081,s112,3.393561,-76.537178,3.3600723,-76.5364717,12:18:43,12:19:32,12:39:32,12:48:43
o1082,s311,3.367223067,-76.52712192,3.370052,-76.517076,12:18:49,12:20:13,12:35:13,12:48:49
o1083,s304,3.4719146,-76.52641253,3.4831357,-76.5002935,12:18:52,12:19:56,12:39:56,12:48:52
o1084,s194,3.453018306,-76.54675237,3.44986,-76.539059,12:18:57,12:20:16,12:40:16,12:48:57
o1085,s126,3.420824,-76.542446,3.39977,-76.545957,12:19:00,12:20:15,12:54:15,13:01:00
o1086,s359,3.406927,-76.54282,3.405118372,-76.53795708,12:19:00,12:20:01,12:50:01,12:52:00
o1087,s65,3.367739,-76.536986,3.3871829,-76.5393038,12:19:21,12:20:25,12:31:25,12:45:21
o1088,s360,3.456139,-76.536941,3.45069,-76.554131,12:19:22,12:21:56,12:37:56,12:44:22
o1089,s361,3.488114571,-76.5219922,3.49075,-76.521353,12:19:24,12:20:30,12:52:30,12:55:24
o1090,s238,3.481575697,-76.52525772,3.49117519,-76.515451,12:19:26,12:20:35,12:42:35,12:49:26
o1091,s362,3.382806296,-76.52889936,3.403833,-76.555324,12:19:46,12:21:12,12:43:12,12:49:46
o1092,s363,3.371070757,-76.51943023,3.385683399,-76.51416488,12:19:48,12:20:40,12:51:40,12:49:48
o1094,s364,3.412572637,-76.54077049,3.412804497,-76.54160689,12:19:49,12:20:45,12:36:45,12:49:49
o1093,s251,3.459313,-76.533053,3.4600898,-76.5252686,12:19:49,12:20:32,13:00:32,12:53:49
o1095,s345,3.3628067,-76.5326725,3.355559,-76.52963,12:19:53,12:21:06,12:46:06,12:49:53
o1096,s131,3.464864075,-76.53092226,3.450708305,-76.54446546,12:19:56,12:20:33,12:25:33,12:49:56
o1097,s167,3.475682,-76.527587,3.484387,-76.51152,12:20:16,12:20:53,12:45:53,13:02:16
o1098,s150,3.4221133,-76.5486565,3.42446,-76.533127,12:20:24,12:21:55,12:46:55,12:50:24
o1099,s365,3.364631,-76.534306,3.400767,-76.531778,12:20:26,12:22:01,13:17:01,12:50:26
o1100,s366,3.435385,-76.545069,3.4227042,-76.5469495,12:20:30,12:21:39,12:41:39,12:50:30
o1101,s74,3.364523,-76.533501,3.3718187,-76.5166532,12:20:33,12:21:49,12:29:49,12:36:33
o1102,s143,3.37375,-76.538672,3.383396453,-76.52834237,12:20:34,12:21:31,12:46:31,12:50:34
o1103,s367,3.485961965,-76.51741402,3.489670437,-76.51339626,12:20:37,12:22:08,12:36:08,12:49:37
o1104,s42,3.363721846,-76.53300803,3.380103416,-76.5277496,12:20:42,12:22:48,12:49:48,12:50:42
o1105,s194,3.453018306,-76.54675237,3.448916824,-76.53211791,12:20:45,12:21:50,12:46:50,12:50:45
o1106,s198,3.42594129,-76.545822,3.399698481,-76.54343415,12:20:48,12:22:30,12:36:30,12:50:48
o1107,s368,3.454127,-76.53723,3.456498048,-76.52557835,12:20:55,12:21:43,12:41:43,12:50:55
o1108,s41,3.369155,-76.542355,3.3820466,-76.5426618,12:21:01,12:22:08,12:47:08,12:51:01
o1109,s281,3.374503,-76.541417,3.354878,-76.54541,12:21:02,12:21:37,12:46:37,13:00:02
o1110,s176,3.435685,-76.545897,3.438617,-76.548352,12:21:05,12:22:02,12:42:02,12:51:05
o1111,s369,3.385231,-76.539973,3.38051,-76.5386,12:21:29,12:22:40,12:37:40,12:45:29
o1112,s120,3.395963,-76.53828,3.384161,-76.516796,12:21:35,12:22:27,12:37:27,13:41:35
o1113,s216,3.425578613,-76.54531323,3.421269438,-76.54409381,12:21:51,12:22:27,12:47:27,12:51:51
o1114,s212,3.450161,-76.543078,3.418155,-76.545958,12:21:55,12:23:03,12:48:03,13:07:55
o1115,s322,3.450637945,-76.54153601,3.449124,-76.538797,12:21:56,12:22:57,12:56:57,13:10:56
o1116,s357,3.48699,-76.517543,3.482464,-76.514066,12:21:59,12:22:35,12:44:35,12:51:59
o1117,s287,3.449828653,-76.54108367,3.456132603,-76.53522562,12:22:05,12:24:07,12:44:07,12:51:05
o1118,s370,3.4812235,-76.514935,3.482121085,-76.52826123,12:22:11,12:23:11,12:43:11,12:44:11
o1119,s41,3.369155,-76.542355,3.378723,-76.527913,12:22:12,12:23:47,12:58:47,12:52:12
o1120,s371,3.450711,-76.544013,3.457863,-76.552231,12:22:19,12:23:38,12:43:38,12:52:19
o1121,s338,3.340973,-76.531305,3.332128363,-76.55410331,12:22:24,12:23:22,12:48:22,12:52:24
o1122,s247,3.471148,-76.524929,3.472476,-76.520973,12:22:34,12:24:13,12:42:13,13:06:34
o1123,s226,3.370098035,-76.52714503,3.365863,-76.519743,12:22:46,12:23:21,12:58:21,12:52:46
o1124,s222,3.45409,-76.537026,3.446489,-76.547004,12:22:55,12:23:33,12:48:33,12:52:55
o1125,s342,3.384673004,-76.52415128,3.380410664,-76.51571251,12:22:56,12:24:38,13:24:38,12:56:56
o1126,s372,3.381282127,-76.52538306,3.3688763,-76.5190545,12:23:11,12:24:24,12:53:24,13:05:11
o1127,s239,3.3434488,-76.5301507,3.313464,-76.5401938,12:23:14,12:24:09,12:43:09,12:59:14
o1128,s246,3.346279991,-76.53026789,3.3685384,-76.5395272,12:23:15,12:25:04,12:55:04,12:53:15
o1129,s373,3.422395968,-76.53440634,3.413741,-76.542169,12:23:17,12:24:48,12:29:48,12:53:17
o1130,s366,3.435385,-76.545069,3.438985,-76.54722,12:23:20,12:24:46,12:54:46,12:44:20
o1132,s200,3.370186,-76.526975,3.366149,-76.528709,12:23:21,12:23:56,12:48:56,12:53:21
o1131,s316,3.364724634,-76.53268976,3.3697085,-76.5169976,12:23:21,12:24:17,12:49:17,12:53:21
o1133,s374,3.449152842,-76.54286909,3.437495,-76.546432,12:23:23,12:24:36,13:24:36,12:53:23
o1134,s1,3.366367,-76.530618,3.389748881,-76.53522324,12:23:30,12:25:17,12:30:17,12:53:30
o1135,s103,3.412268815,-76.54060914,3.395865,-76.527613,12:23:51,12:24:28,12:46:28,12:53:51
o1136,s328,3.450233,-76.543008,3.457701842,-76.53671857,12:23:57,12:25:34,13:03:34,12:53:57
o1137,s375,3.425788,-76.538443,3.406032,-76.547649,12:24:02,12:25:00,12:39:00,12:58:02
o1138,s226,3.370098035,-76.52714503,3.3931462,-76.5291356,12:24:18,12:24:55,12:56:55,12:54:18
o1139,s104,3.4705718,-76.5285289,3.478197,-76.526109,12:24:18,12:25:18,12:41:18,12:56:18
o1141,s216,3.425578613,-76.54531323,3.433895427,-76.54678289,12:24:19,12:24:53,12:49:53,12:54:19
o1140,s310,3.444338,-76.536746,3.4398609,-76.5265185,12:24:19,12:25:09,12:41:09,12:54:19
o1142,s247,3.471148,-76.524929,3.468807,-76.526293,12:24:29,12:26:04,12:46:04,12:54:29
o1144,s152,3.363237657,-76.53296066,3.329206,-76.522758,12:24:34,12:25:43,12:45:43,13:06:34
o1143,s250,3.374484,-76.539082,3.3871483,-76.5443806,12:24:34,12:25:11,12:35:11,12:54:34
o1145,s69,3.464625688,-76.50158858,3.4752971,-76.5002501,12:24:37,12:25:55,12:41:55,13:01:37
o1146,s272,3.3819886,-76.5285578,3.3684335,-76.5060249,12:24:42,12:25:59,12:55:59,12:54:42
o1147,s238,3.481575697,-76.52525772,3.45633105,-76.53553605,12:24:49,12:25:51,12:54:51,12:54:49
o1148,s55,3.453672,-76.549451,3.429831805,-76.53975081,12:24:52,12:26:10,13:16:10,12:49:52
o1149,s131,3.464864075,-76.53092226,3.454918,-76.536371,12:25:14,12:25:51,12:30:51,12:55:14
o1150,s168,3.466114,-76.530252,3.469602482,-76.52151313,12:25:15,12:25:52,12:50:52,12:52:15
o1151,s313,3.471330573,-76.50899848,3.490214,-76.522194,12:25:16,12:26:29,12:52:29,13:09:16
o1152,s376,3.368728,-76.537016,3.4011737,-76.5502248,12:25:19,12:26:17,13:10:17,12:55:19
o1153,s126,3.420824,-76.542446,3.390653,-76.541779,12:25:24,12:26:30,13:00:30,13:09:24
o1154,s203,3.41392,-76.547287,3.408339,-76.549135,12:25:36,12:26:11,12:48:11,12:55:36
o1155,s132,3.450593,-76.541593,3.446489,-76.547004,12:25:40,12:26:49,12:46:49,12:58:40
o1156,s150,3.4221133,-76.5486565,3.4265118,-76.5469836,12:25:43,12:27:14,12:44:14,12:55:43
o1157,s136,3.367688,-76.527411,3.374274,-76.521491,12:25:53,12:26:52,12:55:52,13:11:53
o1158,s222,3.45409,-76.537026,3.448485,-76.535948,12:25:54,12:26:31,12:51:31,12:55:54
o1159,s377,3.4659603,-76.530729,3.489614,-76.51698,12:25:59,12:31:43,12:36:43,12:58:59
o1161,s3,3.403688122,-76.53427572,3.3885681,-76.5306046,12:26:09,12:27:13,12:58:13,12:56:09
o1160,s314,3.364574431,-76.5335329,3.391330288,-76.54431894,12:26:09,12:27:13,12:58:13,13:12:09
o1162,s248,3.398003,-76.533569,3.394749799,-76.55179258,12:26:11,12:27:03,12:35:03,12:56:11
o1163,s160,3.485784935,-76.49807126,3.4779628,-76.4995066,12:26:12,12:26:50,12:48:50,12:56:12
o1164,s326,3.392373,-76.538192,3.39669,-76.531241,12:26:18,12:27:50,13:03:50,13:06:18
o1165,s243,3.421497,-76.542381,3.426680495,-76.54300835,12:26:35,12:27:48,12:48:48,12:54:35
o1166,s238,3.481575697,-76.52525772,3.456346858,-76.53539277,12:26:38,12:27:42,12:55:42,12:56:38
o1169,s295,3.370384747,-76.52736801,3.384241686,-76.53156503,12:26:49,12:28:11,13:04:11,12:56:49
o1168,s358,3.484949,-76.515148,3.4768396,-76.5019706,12:26:49,12:27:52,12:47:52,12:56:49
o1167,s316,3.364724634,-76.53268976,3.369239224,-76.52203918,12:26:49,12:27:48,13:02:48,12:56:49
o1170,s169,3.465388,-76.499901,3.4667133,-76.4969512,12:26:53,12:32:46,12:55:46,12:56:53
o1171,s141,3.486744,-76.518896,3.491023,-76.516393,12:27:15,12:28:08,12:48:08,12:57:15
o1172,s176,3.435685,-76.545897,3.4479079,-76.5537464,12:27:17,12:28:15,12:50:15,12:57:17
o1173,s313,3.471330573,-76.50899848,3.4637018,-76.5119018,12:27:30,12:28:22,12:55:22,12:59:30
o1174,s378,3.40870225,-76.5475318,3.416029015,-76.54197838,12:27:42,12:28:14,12:56:14,12:57:42
o1175,s379,3.468102,-76.528227,3.447677,-76.550439,12:27:47,12:29:04,12:49:04,12:57:47
o1176,s285,3.365619756,-76.52880537,3.406518355,-76.53324142,12:27:48,12:28:54,12:37:54,12:57:48
o1177,s313,3.471330573,-76.50899848,3.462327916,-76.50033742,12:27:55,12:29:30,12:55:30,12:59:55
o1178,s142,3.37391429,-76.51834764,3.3841888,-76.5409858,12:28:02,12:29:04,13:05:04,12:58:02
o1179,s223,3.468819,-76.491476,3.468626943,-76.5190056,12:28:07,12:29:46,13:00:46,12:52:07
o1180,s194,3.453018306,-76.54675237,3.4463744,-76.5464183,12:28:13,12:29:03,12:49:03,12:58:13
o1181,s380,3.375773,-76.524261,3.3815,-76.516045,12:28:13,12:29:09,12:55:09,12:57:13
o1182,s381,3.428578,-76.544698,3.443159163,-76.55528381,12:28:16,12:29:34,13:20:34,12:58:16
o1183,s289,3.488138,-76.522038,3.489486,-76.500582,12:28:22,12:29:40,12:55:40,12:54:22
o1184,s382,3.417335,-76.541385,3.423521,-76.529269,12:28:24,12:32:24,12:52:24,12:58:24
o1185,s269,3.385019,-76.528012,3.3889267,-76.5308062,12:28:27,12:29:36,13:29:36,12:53:27
o1186,s340,3.364501,-76.534043,3.388765,-76.535883,12:28:38,12:29:31,13:02:31,12:58:38
o1187,s200,3.370186,-76.526975,3.383375,-76.5207246,12:28:39,12:29:16,12:54:16,12:58:39
o1188,s317,3.45405,-76.536991,3.452081,-76.5520018,12:28:45,12:29:22,12:54:22,13:08:45
o1189,s281,3.374503,-76.541417,3.394646,-76.528864,12:28:51,12:29:26,12:54:26,13:07:51
o1190,s103,3.412268815,-76.54060914,3.410249736,-76.53434984,12:28:56,12:29:33,12:51:33,12:58:56
o1191,s308,3.450222419,-76.53270963,3.429493,-76.517939,12:29:00,12:30:11,12:46:11,13:03:00
o1192,s383,3.460471,-76.53431,3.45322796,-76.54210247,12:29:16,12:30:21,13:09:21,12:59:16
o1193,s170,3.391728,-76.538485,3.3966206,-76.529329,12:29:25,12:30:00,12:54:00,12:56:25
o1194,s227,3.383968,-76.523613,3.370542867,-76.51123624,12:29:33,12:30:09,12:37:09,12:59:33
o1195,s329,3.358576519,-76.53026326,3.356923985,-76.51454542,12:29:41,12:30:34,12:50:34,12:59:41
o1196,s234,3.528396,-76.317098,3.5362607,-76.2979505,12:29:54,12:30:30,12:55:30,12:59:54
o1200,s384,3.370191,-76.52674,3.3689229,-76.5115437,12:30:01,12:30:51,12:45:51,13:04:01
o1201,s301,3.449377,-76.537084,3.4348663,-76.5459138,12:30:07,12:31:27,12:43:27,13:00:07
o1202,s118,3.453695,-76.537248,3.491467,-76.515093,12:30:09,12:32:59,13:07:59,13:00:09
o1203,s279,3.36412277,-76.53410189,3.354814,-76.518703,12:30:38,12:31:45,12:37:45,13:00:38
o1204,s385,3.3644674,-76.5346932,3.370916,-76.523643,12:30:49,12:36:07,12:50:07,13:06:49
o1205,s386,3.364362,-76.534331,3.3452974,-76.5171731,12:30:49,12:31:52,12:52:52,13:01:49
o1206,s118,3.453695,-76.537248,3.469384283,-76.52924996,12:31:13,12:33:07,13:08:07,13:01:13
o1207,s123,3.455582,-76.534497,3.4674051,-76.5244059,12:31:14,12:32:08,12:48:08,13:07:14
o1208,s352,3.352681,-76.53049,3.327,-76.522364,12:31:27,12:32:05,12:53:05,13:01:27
o1209,s314,3.364574431,-76.5335329,3.388765,-76.535883,12:31:30,12:32:43,13:02:43,13:17:30
o1210,s180,3.369604,-76.527449,3.388343,-76.530426,12:31:41,12:32:43,12:42:43,13:01:41
o1211,s359,3.406927,-76.54282,3.402716,-76.537203,12:31:43,12:33:02,13:03:02,13:04:43
o1212,s387,3.406092,-76.555171,3.430924,-76.552115,12:31:50,12:32:55,12:47:55,13:01:50
o1213,s206,3.399748,-76.544587,3.3854759,-76.534868,12:32:06,12:32:43,13:06:43,13:02:06
o1214,s388,3.364639,-76.534387,3.356505,-76.515009,12:32:07,12:33:13,12:49:13,13:02:07
o1215,s311,3.367223067,-76.52712192,3.395574,-76.5288983,12:32:09,12:32:58,12:47:58,13:02:09
o1216,s389,3.451419,-76.54034,3.452853,-76.542046,12:32:13,12:37:30,12:42:30,13:02:13
o1217,s277,3.398013,-76.548192,3.3999133,-76.5544448,12:32:26,12:33:31,13:08:31,13:06:26
o1218,s149,3.352695359,-76.53059164,3.3650389,-76.5296026,12:32:33,12:33:10,12:53:10,12:58:33
o1219,s150,3.4221133,-76.5486565,3.4274948,-76.5337509,12:32:37,12:33:25,12:58:25,13:02:37
o1220,s334,3.434931486,-76.5448808,3.4338346,-76.5427069,12:32:42,12:33:45,12:52:45,13:02:42
o1221,s117,3.4593196,-76.5343688,3.464157857,-76.53053507,12:32:46,12:33:54,13:00:54,13:02:46
o1222,s196,3.47128,-76.528339,3.4678534,-76.5186493,12:32:51,12:33:45,12:50:45,13:02:51
o1223,s235,3.454032,-76.536719,3.454304203,-76.54632863,12:32:56,12:33:51,12:56:51,13:02:56
o1224,s209,3.447796,-76.537938,3.455856,-76.557915,12:33:00,12:34:17,13:20:17,13:03:00
o1225,s234,3.528396,-76.317098,3.5229296,-76.3117627,12:33:02,12:33:40,12:58:40,13:03:02
o1226,s196,3.47128,-76.528339,3.464130567,-76.52801251,12:33:09,12:33:53,12:55:53,13:03:09
o1227,s379,3.468102,-76.528227,3.492535223,-76.52025819,12:33:10,12:35:20,12:55:20,13:03:10
o1228,s381,3.428578,-76.544698,3.441445,-76.533947,12:33:24,12:35:00,13:31:00,13:03:24
o1229,s341,3.471972303,-76.52655828,3.477682852,-76.49993442,12:33:24,12:34:12,12:54:12,13:03:24
o1230,s390,3.39558,-76.538379,3.401756,-76.544731,12:33:29,12:34:33,12:48:33,12:58:29
o1231,s150,3.4221133,-76.5486565,3.427729819,-76.54861823,12:34:02,12:35:42,13:00:42,13:04:02
o1232,s143,3.37375,-76.538672,3.358785,-76.547791,12:34:02,12:35:15,12:55:15,13:04:02
o1233,s117,3.4593196,-76.5343688,3.454308,-76.544621,12:34:06,12:35:23,13:10:23,13:04:06
o1234,s335,3.4052554,-76.5435293,3.4092453,-76.5511498,12:34:10,12:35:53,12:55:53,12:56:10
o1235,s168,3.466114,-76.530252,3.4691701,-76.52427111,12:34:13,12:34:49,12:59:49,12:59:13
o1236,s391,3.40405069,-76.54106544,3.424386952,-76.5448631,12:34:13,12:35:14,13:05:14,13:07:13
o1237,s311,3.367223067,-76.52712192,3.365028411,-76.52685022,12:34:22,12:35:12,12:50:12,13:04:22
o1238,s255,3.425434,-76.544907,3.42701082,-76.54888138,12:34:29,12:35:06,13:04:06,13:04:29
o1239,s141,3.486744,-76.518896,3.4907628,-76.5147325,12:34:36,12:35:35,12:59:35,13:04:36
o1240,s155,3.474564212,-76.52782279,3.4698919,-76.529316,12:34:46,12:35:38,13:14:38,13:12:46
o1241,s282,3.3791,-76.516174,3.3673894,-76.5062269,12:35:01,12:39:38,12:59:38,13:05:01
o1242,s63,3.452151,-76.547165,3.446238,-76.547792,12:35:11,12:36:39,12:41:39,12:56:11
o1243,s175,3.368754,-76.532962,3.376587,-76.515172,12:35:19,12:36:35,12:55:35,13:05:19
o1244,s243,3.421497,-76.542381,3.4090978,-76.5493485,12:35:20,12:36:26,12:57:26,13:04:20
o1245,s202,3.4658063,-76.5321664,3.478009985,-76.52585924,12:35:23,12:36:42,12:57:42,13:04:23
o1246,s194,3.453018306,-76.54675237,3.439705,-76.543374,12:35:25,12:36:33,13:01:33,13:05:25
o1247,s49,3.479636,-76.527079,3.434839,-76.547072,12:35:27,12:39:30,12:49:30,13:10:27
o1248,s342,3.384673004,-76.52415128,3.387119,-76.515481,12:35:30,12:36:24,13:32:24,13:09:30
o1249,s216,3.425578613,-76.54531323,3.436021,-76.537748,12:35:33,12:36:07,13:01:07,13:05:33
o1250,s323,3.341111,-76.531778,3.313756,-76.538896,12:35:34,12:36:55,12:49:55,13:05:34
o1251,s296,3.364436733,-76.53581206,3.374322,-76.525948,12:35:36,12:36:11,13:08:11,13:16:36
o1252,s118,3.453695,-76.537248,3.449648,-76.554157,12:35:43,12:37:13,13:12:13,13:05:43
o1254,s97,3.450874,-76.529582,3.432649,-76.514279,12:35:47,12:36:32,13:06:32,13:05:47
o1253,s222,3.45409,-76.537026,3.432649,-76.514279,12:35:47,12:36:31,13:01:31,13:05:47
o1255,s235,3.454032,-76.536719,3.4489421,-76.5386624,12:35:52,12:36:50,12:53:50,13:05:52
o1256,s3,3.403688122,-76.53427572,3.420155281,-76.51096266,12:36:09,12:37:45,13:07:45,13:06:09
o1257,s133,3.412835934,-76.540568,3.409203,-76.537174,12:36:22,12:37:19,13:14:19,13:11:22
o1258,s110,3.418712558,-76.54849889,3.4082354,-76.5422841,12:36:23,12:37:08,12:56:08,13:02:23
o1259,s97,3.450874,-76.529582,3.4582665,-76.5289048,12:36:24,12:37:02,13:02:02,13:06:24
o1260,s136,3.367688,-76.527411,3.378635,-76.527789,12:36:36,12:37:48,13:03:48,13:22:36
o1261,s196,3.47128,-76.528339,3.4911504,-76.5154265,12:36:37,12:37:41,12:59:41,13:06:37
o1262,s392,3.456732844,-76.53596137,3.427755804,-76.54562677,12:36:40,12:37:52,12:42:52,13:06:40
o1263,s117,3.4593196,-76.5343688,3.451931851,-76.5438576,12:36:41,12:37:27,13:06:27,13:06:41
o1264,s97,3.450874,-76.529582,3.4525381,-76.5467361,12:36:43,12:37:20,13:10:20,13:06:43
o1265,s169,3.465388,-76.499901,3.4788689,-76.5004105,12:36:48,12:38:20,13:05:20,13:06:48
o1266,s175,3.368754,-76.532962,3.353085293,-76.53592296,12:36:56,12:38:30,13:03:30,13:06:56
o1267,s145,3.459922,-76.534943,3.453110004,-76.53771714,12:37:04,12:38:13,12:58:13,13:07:04
o1268,s182,3.481073,-76.514978,3.482142169,-76.51507817,12:37:10,12:38:16,12:50:16,13:07:10
o1269,s113,3.420535,-76.542796,3.432641,-76.540143,12:37:20,12:38:22,13:08:22,13:07:20
o1270,s63,3.452151,-76.547165,3.450278664,-76.53888238,12:37:28,12:38:21,12:43:21,12:58:28
o1271,s42,3.363721846,-76.53300803,3.359623678,-76.51715823,12:37:33,12:40:01,12:55:01,13:07:33
o1272,s173,3.467966068,-76.52923252,3.4686052,-76.5191162,12:37:34,12:38:10,13:00:10,13:07:34
o1273,s255,3.425434,-76.544907,3.424029,-76.54412,12:37:47,12:38:25,13:07:25,13:07:47
o1274,s140,3.457375,-76.535783,3.454123923,-76.5416602,12:37:51,12:38:51,12:55:51,13:08:51
o1275,s393,3.419205,-76.540027,3.415469764,-76.52834438,12:37:51,12:38:26,12:59:26,13:07:51
o1276,s190,3.48641,-76.518143,3.490418,-76.522408,12:37:52,12:39:23,13:14:23,13:07:52
o1277,s197,3.410431,-76.542055,3.4137271,-76.5424616,12:37:59,12:38:59,12:58:59,13:04:59
o1278,s222,3.45409,-76.537026,3.4351751,-76.5237502,12:38:03,12:38:38,13:03:38,13:08:03
o1279,s311,3.367223067,-76.52712192,3.385067,-76.544513,12:38:07,12:39:03,12:54:03,13:08:07
o1281,s141,3.486744,-76.518896,3.4911504,-76.5154265,12:38:15,12:39:12,13:00:12,13:08:15
o1280,s41,3.369155,-76.542355,3.3707582,-76.5156853,12:38:15,12:39:21,13:09:21,13:08:15
o1282,s245,3.5282597,-76.3168062,3.5250322,-76.313543,12:38:18,12:38:56,13:00:56,13:08:18
o1283,s288,3.454384,-76.537176,3.45477,-76.546259,12:38:28,12:41:17,13:08:17,13:08:28
o1284,s136,3.367688,-76.527411,3.377529624,-76.51711833,12:38:28,12:39:37,13:05:37,13:28:28
o1285,s194,3.453018306,-76.54675237,3.449204,-76.547469,12:38:28,12:39:35,13:04:35,13:08:28
o1286,s290,3.464933,-76.501598,3.484958362,-76.49526938,12:38:34,12:39:11,12:49:11,13:12:34
o1287,s287,3.449828653,-76.54108367,3.456008,-76.548203,12:38:53,12:40:14,13:00:14,13:07:53
o1288,s194,3.453018306,-76.54675237,3.435558,-76.552208,12:39:09,12:40:14,13:00:14,13:09:09
o1290,s313,3.471330573,-76.50899848,3.498461917,-76.52122848,12:39:14,12:40:16,13:06:16,13:33:14
o1289,s394,3.484854457,-76.49747633,3.493660662,-76.49202961,12:39:14,12:40:24,12:54:24,13:09:14
o1291,s141,3.486744,-76.518896,3.459003691,-76.53151307,12:39:17,12:40:14,13:04:14,13:04:17
o1292,s395,3.411909562,-76.5411448,3.4118784,-76.5368499,12:39:18,12:40:13,13:06:13,13:09:18
o1293,s221,3.364387,-76.533576,3.3584047,-76.52564976,12:39:26,12:40:50,13:04:50,13:09:26
o1294,s207,3.394771,-76.546801,3.3964968,-76.5260504,12:39:30,12:41:01,12:50:01,13:08:30
o1295,s304,3.4719146,-76.52641253,3.4382869,-76.5249905,12:39:32,12:40:44,13:00:44,13:09:32
o1296,s182,3.481073,-76.514978,3.484077713,-76.51536238,12:39:35,12:40:35,12:52:35,13:09:35
o1297,s396,3.489411,-76.523211,3.4855366,-76.5256115,12:39:35,12:41:07,13:06:07,13:06:35
o1298,s290,3.464933,-76.501598,3.486406,-76.5051887,12:39:41,12:40:17,12:50:17,13:13:41
o1299,s258,3.475447849,-76.51923985,3.458611798,-76.52848754,12:39:42,12:41:16,13:03:16,13:09:42
o1300,s397,3.452002563,-76.54855188,3.438622,-76.548253,12:39:42,12:40:52,13:25:52,13:22:42
o1301,s398,3.459593,-76.535073,3.449734,-76.537756,12:39:55,12:41:19,13:17:19,13:02:55
o1302,s216,3.425578613,-76.54531323,3.413687588,-76.54930651,12:40:04,12:40:41,13:05:41,13:10:04
o1303,s165,3.373562,-76.538786,3.3774309,-76.5397227,12:40:07,12:40:44,13:06:44,13:10:07
o1304,s178,3.364571266,-76.53418077,3.361927,-76.539806,12:40:11,12:41:38,13:01:38,13:25:11
o1305,s399,3.424471,-76.540526,3.422208,-76.542917,12:40:32,12:41:28,13:10:28,13:07:32
o1306,s145,3.459922,-76.534943,3.4326622,-76.5351426,12:40:40,12:41:34,12:56:34,13:10:40
o1307,s220,3.373361854,-76.53836748,3.38329136,-76.53502576,12:40:51,12:42:10,12:52:10,13:10:51
o1308,s400,3.369235,-76.527519,3.367030224,-76.51693057,12:41:03,12:42:02,12:57:02,13:11:03
o1309,s196,3.47128,-76.528339,3.490043,-76.52101,12:41:20,12:43:39,13:05:39,13:11:20
o1310,s201,3.413011649,-76.54084632,3.4351751,-76.5237502,12:41:31,12:42:08,12:52:08,13:15:31
o1311,s138,3.4504446,-76.5412305,3.441814,-76.5199739,12:41:36,12:42:19,13:07:19,13:11:36
o1313,s285,3.365619756,-76.52880537,3.36602,-76.52809,12:41:46,12:42:55,12:51:55,13:11:46
o1312,s222,3.45409,-76.537026,3.449166282,-76.55043793,12:41:46,12:42:23,13:07:23,13:11:46
o1314,s240,3.435217607,-76.54519362,3.435513,-76.550404,12:41:50,12:42:55,13:19:55,13:11:50
o1315,s202,3.4658063,-76.5321664,3.455312,-76.546853,12:42:01,12:42:55,13:02:55,13:15:01
o1316,s269,3.385019,-76.528012,3.382152403,-76.54284675,12:42:15,12:43:06,13:33:06,13:23:15
o1317,s216,3.425578613,-76.54531323,3.4222414,-76.5436738,12:42:21,12:42:59,13:07:59,13:12:21
o1318,s280,3.480756,-76.521705,3.484123002,-76.50921252,12:42:34,12:43:39,13:18:39,13:29:34
o1319,s292,3.475635,-76.527508,3.471101765,-76.52722556,12:42:34,12:43:25,12:58:25,13:12:34
o1320,s356,3.434785,-76.544565,3.410074,-76.539616,12:42:52,12:44:16,13:09:16,13:31:52
o1321,s401,3.374756348,-76.54024601,3.327205,-76.547874,12:42:53,12:44:11,13:14:11,13:20:53
o1322,s390,3.39558,-76.538379,3.399343,-76.553848,12:42:53,12:43:41,12:57:41,13:07:53
o1323,s237,3.450011,-76.542515,3.4366759,-76.5453208,12:42:55,12:44:08,13:06:08,13:12:55
o1324,s358,3.484949,-76.515148,3.4840202,-76.5137995,12:43:01,12:43:55,13:03:55,13:13:01
o1325,s110,3.418712558,-76.54849889,3.4315371,-76.5435377,12:43:19,12:44:09,13:03:09,13:09:19
o1326,s129,3.475423,-76.528261,3.486656,-76.5259827,12:43:35,12:44:44,13:09:44,13:13:35
o1327,s18,3.452574,-76.530055,3.451198,-76.551103,12:43:40,12:45:12,12:59:12,13:18:40
